,ilce,m2,isitma,site,kat,oda,yas,banyosayisi,esyali,price
34,bakirkoy,95,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,0.0,1,Boş,650000
35,bakirkoy,95,Kombi Doğalgaz,Hayır,2,2+1,0.0,1,Boş,1200000
36,bakirkoy,80,Kombi Doğalgaz,Hayır,2,2+1,15.5,1,Belirtilmemiş,450000
37,bakirkoy,180,Kombi Doğalgaz,Hayır,3,3+2,7.5,2,Belirtilmemiş,950000
38,bakirkoy,75,Kombi Doğalgaz,Hayır,Bahçe katı,1+1,20.0,1,Boş,250000
39,bakirkoy,140,Kombi Doğalgaz,Hayır,Bahçe katı,3+1,20.0,1,Boş,580000
40,bakirkoy,116,Kombi Doğalgaz,Hayır,2,3+1,20.0,1,Boş,810000
41,bakirkoy,70,Merkezi (Pay Ölçer),Hayır,3,1+1,2.0,1,Boş,750000
42,bakirkoy,194,Merkezi (Pay Ölçer),Hayır,6,2+2,4.0,2,Belirtilmemiş,1660000
43,bakirkoy,130,Kombi Doğalgaz,Hayır,2,3+1,0.0,2,Boş,2500000
44,bakirkoy,90,Merkezi Doğalgaz,Hayır,Bahçe katı,3+1,20.0,1,Belirtilmemiş,575000
45,bakirkoy,140,Kombi Doğalgaz,Hayır,5,3+1,0.0,2,Boş,2600000
46,bakirkoy,90,Merkezi Doğalgaz,Hayır,Bahçe katı,3+1,20.0,1,Belirtilmemiş,575000
47,bakirkoy,130,Kombi Doğalgaz,Hayır,1,3+1,0.0,2,Belirtilmemiş,2350000
48,bakirkoy,90,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,2.0,1,Boş,930000
49,bakirkoy,98,Merkezi (Pay Ölçer),Hayır,14,1+1,0.0,2,Belirtilmemiş,2750000
50,bakirkoy,112,Merkezi (Pay Ölçer),Hayır,7,2+1,7.5,2,Belirtilmemiş,2950000
51,bakirkoy,180,Kombi Doğalgaz,Hayır,4,4+2,0.0,3,Boş,1900000
52,bakirkoy,310,Kombi Doğalgaz,Hayır,4,5+2,20.0,3,Boş,3750000
53,bakirkoy,125,Kombi Doğalgaz,Hayır,Düz giriş,3+1,0.0,2,Boş,2100000
54,bakirkoy,400,Merkezi Doğalgaz,Hayır,Müstakil,3+1,7.5,2,Boş,50000000
55,bakirkoy,550,Kombi Doğalgaz,Hayır,1,4+1,0.0,2,Boş,12500000
56,bakirkoy,383,Kombi Doğalgaz,Hayır,12,4+1,1.0,3,Belirtilmemiş,17000000
57,bakirkoy,160,Kombi Doğalgaz,Hayır,4,3+1,7.5,2,Boş,1670000
58,bakirkoy,100,Kombi Doğalgaz,Hayır,2,2+1,20.0,1,Boş,450000
59,bakirkoy,190,Kombi Doğalgaz,Hayır,4,4+1,4.0,3,Boş,1850000
0,basaksehir,100.0,Kombi Doğalgaz,Hayır,14,2+1,15.5,1,Belirtilmemiş,345000
1,basaksehir,,Kat Kaloriferi,Hayır,Bahçe katı,6+2,3.0,3,Boş,1500000
2,basaksehir,230.0,Merkezi (Pay Ölçer),Hayır,14,5+1,0.0,2,Boş,2950000
3,basaksehir,700.0,Merkezi Doğalgaz,Hayır,Villa tipi,6+2,15.5,3,Boş,950000
4,basaksehir,350.0,Kombi Doğalgaz,Hayır,Villa tipi,5+2,15.5,4,Belirtilmemiş,1300000
5,basaksehir,360.0,Kombi Doğalgaz,Hayır,Villa tipi,5+2,15.5,3,Belirtilmemiş,1250000
6,basaksehir,360.0,Kombi Doğalgaz,Hayır,Müstakil,5+2,15.5,4,Belirtilmemiş,1150000
7,basaksehir,100.0,Merkezi (Pay Ölçer),Hayır,16,2+1,7.5,1,Boş,495000
8,basaksehir,360.0,Kombi Doğalgaz,Hayır,Villa tipi,4+2,15.5,3,Belirtilmemiş,1250000
9,basaksehir,117.0,Merkezi (Pay Ölçer),Hayır,1,3+1,2.0,1,Boş,460000
10,basaksehir,85.0,Merkezi (Pay Ölçer),Hayır,2,2+1,7.5,1,Boş,420000
11,basaksehir,68.0,Merkezi (Pay Ölçer),Hayır,2,2+1,7.5,1,Boş,325000
12,basaksehir,87.0,Kombi Doğalgaz,Hayır,6,2+1,15.5,1,Boş,450000
13,basaksehir,75.0,Merkezi (Pay Ölçer),Evet,Kot 1,2+1,4.0,1,Boş,295000
14,basaksehir,75.0,Merkezi (Pay Ölçer),Hayır,3,2+1,7.5,1,Boş,355000
15,basaksehir,122.0,Merkezi (Pay Ölçer),Evet,3,3+1,1.0,1,Boş,455000
16,basaksehir,75.0,Merkezi (Pay Ölçer),Hayır,6,2+1,7.5,1,Boş,394000
17,basaksehir,77.0,Merkezi (Pay Ölçer),Hayır,19,1+1,0.0,1,Boş,310000
18,basaksehir,82.0,Merkezi (Pay Ölçer),Evet,3,2+1,1.0,1,Boş,495000
19,basaksehir,420.0,Kombi Doğalgaz,Hayır,Villa tipi,5+2,15.5,4,Belirtilmemiş,1700000
20,basaksehir,360.0,Merkezi Doğalgaz,Hayır,Müstakil,5+2,15.5,3,Boş,1200000
21,basaksehir,100.0,Merkezi (Pay Ölçer),Evet,4,2+1,2.0,1,Belirtilmemiş,570000
22,basaksehir,100.0,Merkezi (Pay Ölçer),Hayır,9,2+1,2.0,1,Belirtilmemiş,600000
23,basaksehir,118.0,Merkezi (Pay Ölçer),Hayır,Düz giriş,3+1,7.5,1,Boş,545000
24,basaksehir,106.0,Merkezi (Pay Ölçer),Hayır,5,3+1,1.0,1,Boş,630000
25,basaksehir,102.0,Merkezi (Pay Ölçer),Hayır,6,2+1,3.0,1,Boş,525000
26,basaksehir,276.0,Kombi Doğalgaz,Hayır,3,4+2,15.5,2,Boş,1400000
27,basaksehir,181.0,Merkezi (Pay Ölçer),Hayır,16,3+1,3.0,2,Boş,1439000
28,basaksehir,125.0,Merkezi (Pay Ölçer),Evet,Yüksek giriş,2+1,7.5,1,Boş,460000
29,basaksehir,65.0,Merkezi (Pay Ölçer),Hayır,12,1+1,7.5,1,Eşyalı,283000
30,basaksehir,125.0,Merkezi (Pay Ölçer),Hayır,2,2+1,4.0,1,Boş,340000
31,basaksehir,105.0,Merkezi (Pay Ölçer),Hayır,5,3+1,2.0,1,Boş,630000
32,basaksehir,120.0,Merkezi (Pay Ölçer),Hayır,9,2+1,1.0,1,Boş,530000
33,basaksehir,75.0,Merkezi (Pay Ölçer),Hayır,1,1+1,7.5,1,Belirtilmemiş,350000
34,basaksehir,340.0,Merkezi (Pay Ölçer),Hayır,11,5+2,7.5,3,Eşyalı,2600000
35,basaksehir,95.0,Merkezi (Pay Ölçer),Hayır,5,2+1,3.0,2,Boş,450000
36,basaksehir,126.0,Kombi Doğalgaz,Hayır,1,3+1,15.5,1,Boş,685000
37,basaksehir,66.0,Merkezi (Pay Ölçer),Hayır,Kot 1,1+1,1.0,1,Boş,182000
38,basaksehir,124.0,Merkezi (Pay Ölçer),Hayır,22,2+1,1.0,2,Boş,550000
39,basaksehir,145.0,Merkezi (Pay Ölçer),Hayır,20,3+1,4.0,1,Boş,755000
40,basaksehir,155.0,Merkezi (Pay Ölçer),Hayır,14,3+1,1.0,2,Boş,720000
41,basaksehir,175.0,Merkezi (Pay Ölçer),Hayır,16,4+1,3.0,2,Boş,850000
42,basaksehir,155.0,Merkezi (Pay Ölçer),Hayır,7,3+1,4.0,2,Boş,950000
43,basaksehir,68.0,Merkezi (Pay Ölçer),Hayır,18,1+1,3.0,1,Boş,200000
44,basaksehir,77.0,Merkezi (Pay Ölçer),Hayır,10,1+1,0.0,1,Boş,400000
45,basaksehir,128.0,Merkezi (Pay Ölçer),Hayır,2,2+1,1.0,2,Boş,620000
46,basaksehir,126.0,Merkezi (Pay Ölçer),Evet,1,3+1,1.0,1,Boş,375000
47,basaksehir,106.0,Merkezi (Pay Ölçer),Evet,5,3+1,1.0,1,Boş,630000
48,basaksehir,92.0,Merkezi (Pay Ölçer),Evet,5,2+1,4.0,1,Boş,555000
49,basaksehir,122.0,Merkezi (Pay Ölçer),Evet,12,3+1,4.0,1,Boş,695000
50,basaksehir,82.0,Merkezi (Pay Ölçer),Evet,3,2+1,1.0,1,Boş,435000
51,basaksehir,122.0,Merkezi (Pay Ölçer),Evet,1,3+1,1.0,1,Boş,455000
52,basaksehir,92.0,Merkezi (Pay Ölçer),Evet,3,2+1,4.0,1,Boş,355000
53,basaksehir,160.0,Merkezi Doğalgaz,Hayır,21,3+1,4.0,2,Boş,870000
54,basaksehir,105.0,Merkezi (Pay Ölçer),Evet,5,3+1,1.0,1,Boş,630000
55,basaksehir,175.0,Merkezi (Pay Ölçer),Hayır,4,4+1,2.0,2,Boş,1299000
56,basaksehir,85.0,Merkezi (Pay Ölçer),Evet,7,2+1,4.0,1,Boş,398000
57,basaksehir,82.0,Merkezi (Pay Ölçer),Evet,3,2+1,1.0,1,Boş,495000
58,basaksehir,68.0,Merkezi (Pay Ölçer),Evet,7,2+1,7.5,1,Boş,325000
59,basaksehir,360.0,Kombi Doğalgaz,Hayır,Villa tipi,4+2,15.5,3,Belirtilmemiş,1600000
0,besiktas,275.0,Merkezi (Pay Ölçer),Hayır,1,4+1,20.0,3.0,Boş,
1,besiktas,85.0,Kombi Doğalgaz,Hayır,1,2+1,20.0,1.0,Boş,
2,besiktas,90.0,Kombi Doğalgaz,Hayır,2,2+1,20.0,1.0,Belirtilmemiş,580000.0
3,besiktas,165.0,Kombi Doğalgaz,Hayır,5,4+1,0.0,2.0,Boş,1350000.0
4,besiktas,90.0,Kombi Doğalgaz,Hayır,1,2+1,20.0,1.0,Belirtilmemiş,685000.0
5,besiktas,135.0,Klimalı,Hayır,4,3+1,20.0,2.0,Boş,2100000.0
6,besiktas,85.0,Kombi Doğalgaz,Hayır,2,2+1,20.0,1.0,Belirtilmemiş,610000.0
7,besiktas,400.0,Merkezi (Pay Ölçer),Evet,3,6+1,20.0,4.0,Boş,28000000.0
8,besiktas,90.0,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,20.0,1.0,Boş,630000.0
9,besiktas,75.0,Kombi Doğalgaz,Hayır,Bahçe katı,1+1,20.0,1.0,Boş,350000.0
10,besiktas,450.0,Kombi Doğalgaz,Hayır,Müstakil,5+2,7.5,5.0,Boş,25000000.0
11,besiktas,550.0,Kombi Doğalgaz,Hayır,4,4+1,20.0,4.0,Boş,25000000.0
12,besiktas,,Kombi Doğalgaz,Hayır,Müstakil,7+2,7.5,,Boş,110000000.0
13,besiktas,255.0,Merkezi (Pay Ölçer),Evet,4,4+1,7.5,4.0,Boş,14000000.0
14,besiktas,152.0,Merkezi (Pay Ölçer),Evet,Bahçe katı,2+1,4.0,2.0,Boş,7900000.0
15,besiktas,165.0,Merkezi (Pay Ölçer),Evet,19,2+1,4.0,2.0,Boş,6500000.0
16,besiktas,189.0,Merkezi Doğalgaz,Evet,7,2+1,4.0,2.0,Boş,10500000.0
17,besiktas,125.0,Merkezi Doğalgaz,Hayır,10,3+1,20.0,1.0,Boş,1650000.0
18,besiktas,150.0,Merkezi Doğalgaz,Hayır,4,3+1,20.0,1.0,Boş,1400000.0
19,besiktas,550.0,Merkezi (Pay Ölçer),Hayır,8,5+2,7.5,,Boş,57000000.0
20,besiktas,236.0,Merkezi (Pay Ölçer),Evet,21,4+1,7.5,4.0,Boş,9000000.0
21,besiktas,236.0,Merkezi (Pay Ölçer),Evet,8,4+1,7.5,5.0,Boş,7000000.0
22,besiktas,236.0,Merkezi (Pay Ölçer),Evet,20,4+1,7.5,4.0,Boş,8000000.0
23,besiktas,520.0,Merkezi (Pay Ölçer),Hayır,Bahçe dublex,6+1,2.0,5.0,Boş,24400000.0
24,besiktas,236.0,Merkezi (Pay Ölçer),Hayır,4,4+1,2.0,3.0,Boş,11500000.0
25,besiktas,168.0,Merkezi (Pay Ölçer),Hayır,2,2+1,2.0,2.0,Boş,7500000.0
26,besiktas,278.0,Merkezi (Pay Ölçer),Hayır,3,4+1,3.0,3.0,Boş,16000000.0
27,besiktas,458.0,Merkezi (Pay Ölçer),Hayır,Çatı Dubleks,5+2,2.0,4.0,Boş,25000000.0
28,besiktas,168.0,Merkezi (Pay Ölçer),Hayır,2,3+1,2.0,3.0,Boş,7500000.0
29,besiktas,85.0,Kombi Doğalgaz,Hayır,1,2+1,20.0,1.0,Belirtilmemiş,570000.0
30,besiktas,145.0,Kombi Doğalgaz,Hayır,5,3+1,0.0,2.0,Boş,1850000.0
31,besiktas,165.0,Kombi Doğalgaz,Hayır,5,4+1,0.0,2.0,Boş,1250000.0
32,besiktas,110.0,Kombi Doğalgaz,Hayır,5,3+1,20.0,2.0,Boş,650000.0
33,besiktas,85.0,Kombi Doğalgaz,Hayır,5,1+1,20.0,1.0,Boş,550000.0
34,besiktas,110.0,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,20.0,1.0,Boş,550000.0
35,besiktas,90.0,Kombi Doğalgaz,Hayır,1,2+1,20.0,1.0,Boş,600000.0
36,besiktas,90.0,Kombi Doğalgaz,Hayır,3,2+1,0.0,1.0,Boş,950000.0
37,besiktas,90.0,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,20.0,1.0,Boş,440000.0
38,besiktas,75.0,Kombi Doğalgaz,Hayır,Kot 1,1+1,20.0,1.0,Eşyalı,385000.0
39,besiktas,350.0,Kombi Doğalgaz,Hayır,2,4+1,20.0,2.0,Belirtilmemiş,5000000.0
40,besiktas,80.0,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,20.0,1.0,Boş,1300000.0
41,besiktas,85.0,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,20.0,1.0,Boş,1500000.0
42,besiktas,105.0,Kombi Doğalgaz,Hayır,4,2+2,7.5,1.0,Boş,1150000.0
43,besiktas,115.0,Kombi Doğalgaz,Hayır,4,2+1,0.0,2.0,Boş,1150000.0
44,besiktas,90.0,Kombi Doğalgaz,Hayır,5,2+1,20.0,1.0,Boş,600000.0
45,besiktas,85.0,Kombi Doğalgaz,Hayır,5,2+1,20.0,1.0,Boş,575000.0
46,besiktas,100.0,Kombi Doğalgaz,Hayır,3,2+1,20.0,1.0,Belirtilmemiş,700000.0
47,besiktas,90.0,Kombi Doğalgaz,Hayır,Düz giriş,2+1,20.0,1.0,Boş,560000.0
48,besiktas,80.0,Kombi Doğalgaz,Hayır,3,2+1,20.0,1.0,Boş,450000.0
49,besiktas,100.0,Kombi Doğalgaz,Hayır,1,2+1,20.0,1.0,Boş,700000.0
50,besiktas,110.0,Kombi Doğalgaz,Hayır,5,2+1,20.0,1.0,Boş,850000.0
51,besiktas,135.0,Klimalı,Hayır,1,3+1,20.0,1.0,Boş,1400000.0
52,besiktas,110.0,Kombi Doğalgaz,Hayır,Çatı Dubleks,2+1,0.0,2.0,Boş,1250000.0
53,besiktas,75.0,Kombi Doğalgaz,Hayır,3,2+1,20.0,1.0,Boş,480000.0
54,besiktas,210.0,Merkezi Doğalgaz,Hayır,Yüksek giriş,3+1,15.5,3.0,Boş,4000000.0
55,besiktas,125.0,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,15.5,1.0,Belirtilmemiş,750000.0
56,besiktas,140.0,Kombi Doğalgaz,Hayır,5,2+2,3.0,2.0,Belirtilmemiş,1220000.0
57,besiktas,200.0,Merkezi (Pay Ölçer),Hayır,5,3+1,7.5,2.0,Belirtilmemiş,11000000.0
58,besiktas,85.0,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,20.0,1.0,Boş,300000.0
59,besiktas,78.0,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,3.0,1.0,Eşyalı,475000.0
0,beykoz,700.0,Kombi Doğalgaz,Hayır,Düz giriş,5+2,15.5,4.0,Boş,10000000
1,beykoz,550.0,Kombi Doğalgaz,Hayır,Düz giriş,6+2,7.5,4.0,Boş,7000000
2,beykoz,550.0,Kombi Doğalgaz,Hayır,Villa tipi,5+2,15.5,4.0,Belirtilmemiş,7000000
3,beykoz,450.0,Kombi Doğalgaz,Hayır,Çatı Katı,4+1,15.5,3.0,Belirtilmemiş,5200000
4,beykoz,400.0,Kombi Doğalgaz,Hayır,Villa tipi,5+1,7.5,3.0,Belirtilmemiş,1750000
5,beykoz,850.0,Kombi Doğalgaz,Hayır,Düz giriş,5+2,7.5,4.0,Belirtilmemiş,21000000
6,beykoz,275.0,Kombi Doğalgaz,Hayır,Düz giriş,4+1,7.5,2.0,Belirtilmemiş,2600000
7,beykoz,600.0,Kombi Doğalgaz,Hayır,Düz giriş,6+3,15.5,3.0,Boş,2950000
8,beykoz,600.0,Kombi Doğalgaz,Hayır,Düz giriş,6+2,7.5,4.0,Belirtilmemiş,6500000
9,beykoz,600.0,Kombi Doğalgaz,Hayır,Düz giriş,6+2,7.5,5.0,Boş,5950000
10,beykoz,350.0,Klimalı,Hayır,2,4+1,7.5,4.0,Belirtilmemiş,4500000
11,beykoz,700.0,Kombi Doğalgaz,Hayır,Villa tipi,6+2,15.5,5.0,Belirtilmemiş,12000000
12,beykoz,600.0,Kombi Doğalgaz,Hayır,Villa tipi,6+2,7.5,4.0,Belirtilmemiş,8000000
13,beykoz,650.0,Kombi Doğalgaz,Hayır,Villa tipi,7+3,7.5,5.0,Belirtilmemiş,6500000
14,beykoz,550.0,Kombi Doğalgaz,Hayır,Düz giriş,6+2,7.5,5.0,Belirtilmemiş,5850000
15,beykoz,450.0,Kombi Doğalgaz,Hayır,Villa tipi,4+2,7.5,3.0,Belirtilmemiş,4400000
16,beykoz,425.0,Kombi Doğalgaz,Hayır,Bahçe katı,5+1,7.5,4.0,Belirtilmemiş,3950000
17,beykoz,520.0,Kombi Doğalgaz,Hayır,Düz giriş,5+2,15.5,4.0,Boş,5500000
18,beykoz,500.0,Kombi Doğalgaz,Hayır,Villa tipi,4+1,15.5,4.0,Belirtilmemiş,5270000
19,beykoz,110.0,Kombi Doğalgaz,Hayır,3,2+1,7.5,2.0,Belirtilmemiş,1250000
20,beykoz,650.0,Kombi Doğalgaz,Hayır,5,5+2,15.5,4.0,Belirtilmemiş,6500000
21,beykoz,550.0,Kombi Doğalgaz,Hayır,Villa tipi,5+2,7.5,4.0,Belirtilmemiş,7000000
22,beykoz,650.0,Kombi Doğalgaz,Hayır,Villa tipi,7+2,7.5,5.0,Belirtilmemiş,9500000
23,beykoz,450.0,Kombi Doğalgaz,Hayır,Villa tipi,5+2,15.5,5.0,Belirtilmemiş,4700000
24,beykoz,650.0,Kombi Doğalgaz,Hayır,Villa tipi,6+2,7.5,5.0,Belirtilmemiş,7500000
25,beykoz,350.0,Kombi Doğalgaz,Hayır,Villa tipi,5+1,7.5,4.0,Belirtilmemiş,4100000
26,beykoz,360.0,Kombi Doğalgaz,Hayır,Villa tipi,5+2,15.5,4.0,Belirtilmemiş,2350000
27,beykoz,450.0,Merkezi Doğalgaz,Hayır,Villa tipi,6+1,15.5,3.0,Belirtilmemiş,2950000
28,beykoz,550.0,Kombi Doğalgaz,Hayır,Villa tipi,6+2,7.5,4.0,Belirtilmemiş,2900000
29,beykoz,450.0,Kombi Doğalgaz,Hayır,Villa tipi,4+2,15.5,4.0,Belirtilmemiş,1600000
30,beykoz,700.0,Kombi Doğalgaz,Hayır,Düz giriş,6+2,7.5,5.0,Boş,8000000
31,beykoz,700.0,Kombi Doğalgaz,Hayır,Düz giriş,6+2,15.5,5.0,Belirtilmemiş,8000000
32,beykoz,750.0,Kombi Doğalgaz,Hayır,Müstakil,8+,20.0,,Boş,115000000
33,beykoz,,Kombi Doğalgaz,Hayır,Müstakil,5+3,15.5,,Boş,45000000
34,beykoz,575.0,Kombi Doğalgaz,Hayır,Düz giriş,5+2,7.5,5.0,Boş,24000000
35,beykoz,300.0,Kombi Doğalgaz,Hayır,2,7+1,15.5,2.0,Belirtilmemiş,1600000
36,beykoz,120.0,Kombi Doğalgaz,Hayır,4,3+1,20.0,1.0,Boş,685000
37,beykoz,153.0,Kombi Doğalgaz,Hayır,Düz giriş,5+2,20.0,2.0,Boş,600000
38,beykoz,110.0,Kombi Doğalgaz,Hayır,3,3+1,7.5,1.0,Belirtilmemiş,900000
39,beykoz,325.0,Kombi Doğalgaz,Hayır,Villa tipi,5+2,20.0,2.0,Boş,2000000
40,beykoz,271.0,Kombi Doğalgaz,Hayır,Düz giriş,4+2,20.0,2.0,Belirtilmemiş,880000
41,beykoz,425.0,Kombi Doğalgaz,Hayır,Düz giriş,3+1,20.0,1.0,Boş,1150000
42,beykoz,120.0,Kombi Doğalgaz,Hayır,3,2+1,20.0,1.0,Boş,275000
43,beykoz,85.0,Kombi Doğalgaz,Hayır,1,1+1,20.0,1.0,Boş,360000
44,beykoz,225.0,Kombi Doğalgaz,Hayır,Villa tipi,5+1,20.0,2.0,Belirtilmemiş,575000
45,beykoz,95.0,Kombi Doğalgaz,Hayır,Düz giriş,1+1,15.5,1.0,Belirtilmemiş,725000
46,beykoz,220.0,Kombi Doğalgaz,Hayır,Düz giriş,4+1,15.5,2.0,Belirtilmemiş,1900000
47,beykoz,480.0,Kombi Doğalgaz,Hayır,Düz giriş,3+1,0.0,1.0,Boş,830000
48,beykoz,550.0,Kombi Doğalgaz,Hayır,Villa tipi,6+2,15.5,4.0,Belirtilmemiş,12000000
49,beykoz,160.0,Isıtma yok,Hayır,Düz giriş,1,20.0,,Belirtilmemiş,670000
50,beykoz,110.0,Kombi Doğalgaz,Hayır,3,3+1,20.0,1.0,Belirtilmemiş,1190000
51,beykoz,275.0,Kombi Doğalgaz,Hayır,Düz giriş,4+1,7.5,2.0,Boş,2600000
52,beykoz,110.0,Kombi Doğalgaz,Hayır,3,3+1,20.0,1.0,Belirtilmemiş,1190000
53,beykoz,195.0,Sobalı,Hayır,Bahçe dublex,5+2,20.0,2.0,Boş,292500
54,beykoz,265.0,Yerden ısıtma,Hayır,6,3+1,1.0,4.0,Boş,5401000
55,beykoz,,Kombi Doğalgaz,Hayır,Düz giriş,6+2,7.5,5.0,Belirtilmemiş,18000000
56,beykoz,215.0,Yerden ısıtma,Hayır,6,3+1,1.0,4.0,Boş,4296000
57,beykoz,262.0,Yerden ısıtma,Hayır,6,3+1,1.0,4.0,Boş,5235000
58,beykoz,650.0,Kombi Doğalgaz,Hayır,Düz giriş,5+2,7.5,4.0,Belirtilmemiş,6500000
59,beykoz,650.0,Kombi Doğalgaz,Hayır,Düz giriş,5+2,7.5,5.0,Belirtilmemiş,9900000
0,beylikduzu,150,Kombi Doğalgaz,Hayır,2,3+1,0.0,2,Boş,529000.0
1,beylikduzu,110,Kombi Doğalgaz,Hayır,2,2+1,0.0,1,Boş,310000.0
2,beylikduzu,140,Kombi Doğalgaz,Hayır,2,3+1,0.0,2,Boş,539900.0
3,beylikduzu,120,Kombi Doğalgaz,Hayır,1,2+1,0.0,2,Boş,399000.0
4,beylikduzu,110,Kombi Doğalgaz,Hayır,1,2+1,0.0,1,Boş,389900.0
5,beylikduzu,140,Kombi Doğalgaz,Hayır,5,3+1,0.0,2,Boş,171000.0
6,beylikduzu,140,Kombi Doğalgaz,Hayır,3,3+1,0.0,2,Boş,172000.0
7,beylikduzu,115,Kombi Doğalgaz,Hayır,2,2+1,0.0,2,Boş,147000.0
8,beylikduzu,90,Kombi Doğalgaz,Hayır,2,2+1,4.0,2,Boş,
9,beylikduzu,110,Kombi Doğalgaz,Hayır,Kot 1,2+1,0.0,2,Boş,180000.0
10,beylikduzu,160,Kombi Doğalgaz,Hayır,3,3+1,0.0,1,Boş,478890.0
11,beylikduzu,120,Kombi Doğalgaz,Hayır,2,2+1,3.0,2,Boş,329000.0
12,beylikduzu,110,Kombi Doğalgaz,Hayır,2,2+1,4.0,1,Boş,385000.0
13,beylikduzu,115,Kombi Doğalgaz,Hayır,3,2+1,0.0,2,Boş,145000.0
14,beylikduzu,145,Kombi Doğalgaz,Hayır,3,3+1,0.0,2,Boş,167000.0
15,beylikduzu,115,Kombi Doğalgaz,Hayır,7,2+1,0.0,1,Boş,130000.0
16,beylikduzu,140,Kombi Doğalgaz,Hayır,3,3+1,0.0,2,Boş,169000.0
17,beylikduzu,145,Kombi Doğalgaz,Hayır,3,3+1,0.0,2,Boş,165000.0
18,beylikduzu,145,Kombi Doğalgaz,Hayır,3,3+1,0.0,2,Boş,165000.0
19,beylikduzu,160,Kombi Doğalgaz,Hayır,3,3+1,0.0,2,Boş,499000.0
20,beylikduzu,220,Kombi Doğalgaz,Hayır,2,4+2,0.0,3,Boş,458790.0
21,beylikduzu,120,Kombi Doğalgaz,Hayır,1,2+1,0.0,2,Boş,338790.0
22,beylikduzu,150,Kombi Doğalgaz,Hayır,1,3+1,0.0,1,Boş,387790.0
23,beylikduzu,250,Kombi Doğalgaz,Hayır,3,5+2,0.0,2,Boş,
24,beylikduzu,127,Kombi Doğalgaz,Hayır,3,2+1,7.5,2,Boş,550000.0
25,beylikduzu,150,Kombi Doğalgaz,Hayır,2,3+1,3.0,2,Belirtilmemiş,499000.0
26,beylikduzu,100,Kombi Doğalgaz,Hayır,3,3+1,0.0,1,Boş,198500.0
27,beylikduzu,90,Kombi Doğalgaz,Hayır,2,2+1,0.0,1,Boş,149900.0
28,beylikduzu,380,Kombi Doğalgaz,Hayır,5,3+2,4.0,2,Boş,490000.0
29,beylikduzu,140,Kombi Doğalgaz,Hayır,8,3+1,15.5,2,Boş,405000.0
30,beylikduzu,115,Kombi Doğalgaz,Hayır,3,2+1,0.0,2,Boş,145000.0
31,beylikduzu,115,Kombi Doğalgaz,Hayır,3,2+1,0.0,2,Boş,146500.0
32,beylikduzu,130,Merkezi (Pay Ölçer),Evet,Düz giriş,2+1,7.5,1,Boş,540000.0
33,beylikduzu,85,Kombi Doğalgaz,Hayır,2,1+1,0.0,2,Boş,105000.0
34,beylikduzu,105,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,2.0,2,Boş,127500.0
35,beylikduzu,90,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,0.0,1,Boş,220000.0
36,beylikduzu,200,Kombi Doğalgaz,Hayır,Çatı Dubleks,5+2,0.0,2,Boş,490000.0
37,beylikduzu,90,Kombi Doğalgaz,Hayır,2,2+1,1.0,1,Boş,125000.0
38,beylikduzu,115,Kombi Doğalgaz,Hayır,4,2+1,0.0,2,Boş,227500.0
39,beylikduzu,80,Kombi Doğalgaz,Hayır,3,2+1,1.0,1,Boş,110000.0
40,beylikduzu,280,Kombi Doğalgaz,Hayır,Villa tipi,4+2,15.5,2,Belirtilmemiş,975000.0
41,beylikduzu,180,Kombi Doğalgaz,Hayır,4,3+1,15.5,2,Boş,750000.0
42,beylikduzu,185,Kombi Doğalgaz,Hayır,5,6+2,3.0,2,Boş,1250000.0
43,beylikduzu,120,Merkezi Doğalgaz,Hayır,4,2+1,1.0,1,Belirtilmemiş,575000.0
44,beylikduzu,275,Kombi Doğalgaz,Hayır,5,5+2,1.0,3,Boş,750000.0
45,beylikduzu,115,Kombi Doğalgaz,Hayır,2,2+1,0.0,2,Boş,269000.0
46,beylikduzu,90,Kombi Doğalgaz,Hayır,4,2+1,1.0,1,Boş,115000.0
47,beylikduzu,120,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,4.0,1,Boş,375000.0
48,beylikduzu,150,Kombi Doğalgaz,Hayır,Düz giriş,3+1,0.0,2,Belirtilmemiş,400000.0
49,beylikduzu,140,Kombi Doğalgaz,Hayır,Düz giriş,3+1,3.0,2,Belirtilmemiş,375000.0
50,beylikduzu,110,Kombi Doğalgaz,Hayır,3,2+1,0.0,1,Boş,149990.0
51,beylikduzu,100,Kombi Doğalgaz,Hayır,2,2+1,0.0,1,Boş,169000.0
52,beylikduzu,115,Kombi Doğalgaz,Hayır,3,2+2,0.0,2,Boş,152000.0
53,beylikduzu,140,Kombi Doğalgaz,Hayır,3,3+1,0.0,2,Boş,225000.0
